MatchDate;LeagueId;Home;Away;Score;Band;Round;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-12;Sweden_Allsvenskan;Brommapojkarna;Sirius;79.48;ALTA;17;2026-07-12;Engine v1.3 | Squadra alta: Sirius (1ª), squadra bassa: Brommapojkarna (8ª) | GF alta: 2.82/gara | GS bassa: 1.60/gara | Profilo ultime 10: 0.87 | Real over index: 0.80;14.43;20.0;;;14.55;8.66;8.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Patuxent;Virginia Beach;79.15;ALTA;27;2026-07-12;Engine v1.3 | Squadra alta: Virginia Beach (2ª), squadra bassa: Patuxent (11ª) | GF alta: 2.15/gara | GS bassa: 3.58/gara | Profilo ultime 10: 0.60 | Real over index: 0.55;21.23;17.95;;;20.0;6.02;5.5;;;;1.3.0
2026-07-12;Australia_NPL_NSW_U20;Sydney Utd U20;Rockdale Ilinden U20;79.08;ALTA;24;2026-07-12;Engine v1.3 | Squadra alta: Sydney Utd U20 (2ª), squadra bassa: Rockdale Ilinden U20 (10ª) | GF alta: 3.09/gara | GS bassa: 1.73/gara | Profilo ultime 10: 0.87 | Real over index: 0.75;13.21;20.0;;;15.7;8.67;7.5;;;;1.3.0
2026-07-12;Estonia_EsiliigaB;Levadia U19;Tallinna Kalev U21;78.82;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Levadia U19 (6ª), squadra bassa: Tallinna Kalev U21 (9ª) | GF alta: 2.29/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.91 | Real over index: 0.75;9.3;19.12;;;19.79;9.12;7.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_MidAtlantic;Reading;LVU Rush;78.77;ALTA;29;2026-07-12;Engine v1.3 | Squadra alta: LVU Rush (2ª), squadra bassa: Reading (5ª) | GF alta: 2.38/gara | GS bassa: 1.58/gara | Profilo ultime 10: 0.88 | Real over index: 0.80;13.7;19.87;;;14.39;8.8;8.0;;;;1.3.0
2026-07-12;Estonia_EsiliigaB;Johvi Phoenix;Parnu JK Vaprus U21;78.32;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Parnu JK Vaprus U21 (1ª), squadra bassa: Johvi Phoenix (5ª) | GF alta: 3.00/gara | GS bassa: 2.59/gara | Profilo ultime 10: 0.96 | Real over index: 0.90;5.67;20.0;;;20.0;9.65;9.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Loudoun 2;Northern Virginia;78.11;ALTA;27;2026-07-12;Engine v1.3 | Squadra alta: Loudoun 2 (5ª), squadra bassa: Northern Virginia (9ª) | GF alta: 2.62/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.94 | Real over index: 0.85;7.3;20.0;;;18.94;9.38;8.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Hill City;Virginia Marauders;77.81;ALTA;27;2026-07-12;Engine v1.3 | Squadra alta: Hill City (8ª), squadra bassa: Virginia Marauders (10ª) | GF alta: 2.31/gara | GS bassa: 3.23/gara | Profilo ultime 10: 0.79 | Real over index: 0.80;12.54;19.23;;;20.0;7.89;8.0;;;;1.3.0
2026-07-12;Estonia_EsiliigaB;Tartu Kalev;Legion;77.47;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Tartu Kalev (8ª), squadra bassa: Legion (10ª) | GF alta: 2.17/gara | GS bassa: 4.06/gara | Profilo ultime 10: 0.90 | Real over index: 0.95;9.19;18.06;;;20.0;8.98;9.5;;;;1.3.0
2026-07-12;Australia_NPLQueensland;Gold Coast Knights;Brisbane City;76.94;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Gold Coast Knights (4ª), squadra bassa: Brisbane City (6ª) | GF alta: 2.50/gara | GS bassa: 2.29/gara | Profilo ultime 10: 0.91 | Real over index: 0.80;5.89;20.0;;;20.0;9.05;8.0;;;;1.3.0
2026-07-12;Norway_Eliteserien;Sarpsborg 08;Viking;76.74;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Viking (1ª), squadra bassa: Sarpsborg 08 (7ª) | GF alta: 2.90/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.75 | Real over index: 0.70;16.69;20.0;;;13.22;7.55;7.0;;;;1.3.0
2026-07-12;Iceland_Division_2;Kari;KFA;75.7;ALTA;23;2026-07-12;Engine v1.3 | Squadra alta: Kari (4ª), squadra bassa: KFA (8ª) | GF alta: 2.64/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.92 | Real over index: 0.80;6.27;20.0;;;18.18;9.25;8.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Northwest;West Seattle Junction;Portland Bangers;75.3;ALTA;34;2026-07-12;Engine v1.3 | Squadra alta: Portland Bangers (3ª), squadra bassa: West Seattle Junction (6ª) | GF alta: 1.67/gara | GS bassa: 1.92/gara | Profilo ultime 10: 0.92 | Real over index: 0.80;12.83;13.89;;;17.42;9.15;8.0;;;;1.3.0
2026-07-12;Somalia_NationalLeague;Jubba;Dekedaha;75.2;ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Dekedaha (6ª), squadra bassa: Jubba (11ª) | GF alta: 2.00/gara | GS bassa: 3.88/gara | Profilo ultime 10: 0.64 | Real over index: 0.55;17.52;16.67;;;20.0;6.38;5.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_SouthCentral;Dothan United;Apotheos;75.14;ALTA;21;2026-07-12;Engine v1.3 | Squadra alta: Dothan United (2ª), squadra bassa: Apotheos (5ª) | GF alta: 2.18/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.67 | Real over index: 0.50;18.15;18.18;;;17.36;6.71;5.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_GreatLakes;Ann Arbor;Kalamazoo FC;75.03;ALTA;23;2026-07-12;Engine v1.3 | Squadra alta: Kalamazoo FC (3ª), squadra bassa: Ann Arbor (4ª) | GF alta: 2.55/gara | GS bassa: 2.27/gara | Profilo ultime 10: 0.92 | Real over index: 0.80;3.88;20.0;;;20.0;9.15;8.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_LoneStar;AHFC Royals;Houston FC;74.53;MEDIA-ALTA;26;2026-07-12;Engine v1.3 | Squadra alta: AHFC Royals (4ª), squadra bassa: Houston FC (5ª) | GF alta: 2.55/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;4.43;20.0;;;19.83;8.9;8.0;;;;1.3.0
2026-07-12;Iceland_BestaDeildKarla;Hafnarfjordur;Valur;74.41;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Valur (5ª), squadra bassa: Hafnarfjordur (11ª) | GF alta: 1.71/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.84 | Real over index: 0.65;11.27;14.29;;;20.0;8.35;6.5;;;;1.3.0
2026-07-12;Australia_NPLQueensland;Gold Coast;Olympic FC;74.24;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Olympic FC (8ª), squadra bassa: Gold Coast (12ª) | GF alta: 1.82/gara | GS bassa: 2.25/gara | Profilo ultime 10: 0.81 | Real over index: 0.75;9.84;15.2;;;20.0;8.14;7.5;;;;1.3.0
2026-07-12;USA_MLSNextPro_WesternConference_CentralDivision;Houston Dynamo 2;St. Louis City 2;74.06;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Houston Dynamo 2 (2ª), squadra bassa: St. Louis City 2 (4ª) | GF alta: 2.80/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.74 | Real over index: 0.60;14.15;20.0;;;16.78;7.43;6.0;;;;1.3.0
2026-07-12;USA_MLSNextPro_EasternConference_NortheastDivision;Chicago Fire II;New York Red Bulls II;74.02;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: New York Red Bulls II (4ª), squadra bassa: Chicago Fire II (10ª) | GF alta: 2.27/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.90 | Real over index: 0.90;9.63;18.94;;;13.64;8.96;9.0;;;;1.3.0
2026-07-12;Norway_Eliteserien;KFUM Oslo;Bodo/Glimt;73.78;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Bodo/Glimt (3ª), squadra bassa: KFUM Oslo (12ª) | GF alta: 2.55/gara | GS bassa: 1.55/gara | Profilo ultime 10: 0.73 | Real over index: 0.65;14.15;20.0;;;14.05;7.33;6.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_SouthAtlantic;Charlotte Independ. 2;North Carolina FC U23;73.58;MEDIA-ALTA;37;2026-07-12;Engine v1.3 | Squadra alta: Charlotte Independ. 2 (1ª), squadra bassa: North Carolina FC U23 (7ª) | GF alta: 2.08/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.79 | Real over index: 0.60;13.11;17.31;;;18.94;7.9;6.0;;;;1.3.0
2026-07-12;Australia_NorthernNSWStateLeague;West Wallsend;New Lambton;73.55;MEDIA-ALTA;14;2026-07-12;Engine v1.3 | Squadra alta: New Lambton (3ª), squadra bassa: West Wallsend (6ª) | GF alta: 2.23/gara | GS bassa: 2.46/gara | Profilo ultime 10: 0.82 | Real over index: 0.65;6.23;18.59;;;20.0;8.22;6.5;;;;1.3.0
2026-07-12;Sweden_Allsvenskan;Malmo FF;Göteborg;73.32;MEDIA-ALTA;17;2026-07-12;Engine v1.3 | Squadra alta: Malmo FF (6ª), squadra bassa: Göteborg (14ª) | GF alta: 1.91/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.83 | Real over index: 0.60;9.31;15.91;;;19.83;8.27;6.0;;;;1.3.0
2026-07-12;USA_MLSNextPro_WesternConference_CentralDivision;Colorado Rapids 2;North Texas;73.22;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: North Texas (5ª), squadra bassa: Colorado Rapids 2 (8ª) | GF alta: 1.90/gara | GS bassa: 2.17/gara | Profilo ultime 10: 0.67 | Real over index: 0.50;15.13;15.83;;;19.7;6.73;5.0;;;;1.3.0
2026-07-12;Norway_Eliteserien;Brann;Start;72.46;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Brann (11ª), squadra bassa: Start (16ª) | GF alta: 2.00/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.81 | Real over index: 0.70;7.33;16.67;;;20.0;8.14;7.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Mountain;Atletico Union;Flatirons;71.65;MEDIA-ALTA;26;2026-07-12;Engine v1.3 | Squadra alta: Atletico Union (5ª), squadra bassa: Flatirons (7ª) | GF alta: 1.55/gara | GS bassa: 2.90/gara | Profilo ultime 10: 0.83 | Real over index: 0.80;8.46;12.88;;;20.0;8.32;8.0;;;;1.3.0
2026-07-12;Iceland_Division_2;Dalvik/Reynir;Fjolnir;71.6;MEDIA-ALTA;23;2026-07-12;Engine v1.3 | Squadra alta: Dalvik/Reynir (2ª), squadra bassa: Fjolnir (6ª) | GF alta: 1.91/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.89 | Real over index: 0.75;7.13;15.91;;;18.18;8.88;7.5;;;;1.3.0
2026-07-12;Finland_Kakkonen_GroupC;Narpes Kraft;VPS 2;71.49;MEDIA-ALTA;14;2026-07-12;Engine v1.3 | Squadra alta: Narpes Kraft (4ª), squadra bassa: VPS 2 (5ª) | GF alta: 3.27/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.98 | Real over index: 0.95;0.86;20.0;;;17.36;9.78;9.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_SouthAtlantic;Tobacco Road;Port City;71.44;MEDIA-ALTA;37;2026-07-12;Engine v1.3 | Squadra alta: Tobacco Road (9ª), squadra bassa: Port City (11ª) | GF alta: 1.85/gara | GS bassa: 2.46/gara | Profilo ultime 10: 0.82 | Real over index: 0.85;7.41;15.38;;;20.0;8.21;8.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_SouthAtlantic;Salem City;Wake FC;71.36;MEDIA-ALTA;37;2026-07-12;Engine v1.3 | Squadra alta: Salem City (8ª), squadra bassa: Wake FC (10ª) | GF alta: 1.77/gara | GS bassa: 2.92/gara | Profilo ultime 10: 0.89 | Real over index: 0.85;5.21;14.74;;;20.0;8.91;8.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_SouthCentral;Columbus United;East Atlanta;71.04;MEDIA-ALTA;21;2026-07-12;Engine v1.3 | Squadra alta: Columbus United (3ª), squadra bassa: East Atlanta (7ª) | GF alta: 1.36/gara | GS bassa: 2.40/gara | Profilo ultime 10: 0.78 | Real over index: 0.55;12.41;11.36;;;20.0;7.76;5.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Heartland;St. Croix;Rockford Raptors;71.0;MEDIA-ALTA;24;2026-07-12;Engine v1.3 | Squadra alta: Rockford Raptors (4ª), squadra bassa: St. Croix (6ª) | GF alta: 1.73/gara | GS bassa: 2.40/gara | Profilo ultime 10: 0.90 | Real over index: 0.75;6.09;14.39;;;20.0;9.03;7.5;;;;1.3.0
2026-07-12;Australia_NPLQueensland;Queensland Lions;Eastern Suburbs;70.87;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Queensland Lions (2ª), squadra bassa: Eastern Suburbs (5ª) | GF alta: 2.82/gara | GS bassa: 1.53/gara | Profilo ultime 10: 0.84 | Real over index: 0.75;7.71;20.0;;;13.9;8.43;7.5;;;;1.3.0
2026-07-12;Iceland_Division_2;Kormakur/Hvot;Olafsvik;70.87;MEDIA-ALTA;23;2026-07-12;Engine v1.3 | Squadra alta: Kormakur/Hvot (5ª), squadra bassa: Olafsvik (7ª) | GF alta: 2.36/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.82 | Real over index: 0.70;3.13;19.7;;;19.01;8.18;7.0;;;;1.3.0
2026-07-12;Estonia_EsiliigaB;Tammeka U21;Narva U21;70.33;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Narva U21 (2ª), squadra bassa: Tammeka U21 (3ª) | GF alta: 2.53/gara | GS bassa: 1.94/gara | Profilo ultime 10: 0.93 | Real over index: 0.85;0.86;20.0;;;17.65;9.33;8.5;;;;1.3.0
2026-07-12;Finland_Kakkonen_GroupA;Lahden Reipas;HIFK;69.73;MEDIA-ALTA;13;2026-07-12;Engine v1.3 | Squadra alta: HIFK (2ª), squadra bassa: Lahden Reipas (6ª) | GF alta: 2.10/gara | GS bassa: 1.70/gara | Profilo ultime 10: 0.86 | Real over index: 0.75;7.24;17.5;;;15.45;8.58;7.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Southeast;Nona;Inter Gainesville;69.61;MEDIA-ALTA;25;2026-07-12;Engine v1.3 | Squadra alta: Nona (2ª), squadra bassa: Inter Gainesville (6ª) | GF alta: 2.00/gara | GS bassa: 1.88/gara | Profilo ultime 10: 0.70 | Real over index: 0.59;13.57;16.67;;;17.05;6.99;5.9;;;;1.3.0
2026-07-12;Australia_NPLQueenslandU23;Queensland Lions U23;Eastern Suburbs U23;69.5;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Queensland Lions U23 (1ª), squadra bassa: Eastern Suburbs U23 (5ª) | GF alta: 2.59/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.88 | Real over index: 0.90;7.29;20.0;;;11.76;8.75;9.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_MidSouth;Red River;Mississippi Brilla;68.83;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Mississippi Brilla (3ª), squadra bassa: Red River (4ª) | GF alta: 2.45/gara | GS bassa: 1.55/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;3.88;20.0;;;14.05;8.9;8.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_MidAtlantic;PA Classics;West Chester Utd;68.52;MEDIA-ALTA;29;2026-07-12;Engine v1.3 | Squadra alta: West Chester Utd (4ª), squadra bassa: PA Classics (8ª) | GF alta: 1.50/gara | GS bassa: 2.75/gara | Profilo ultime 10: 0.82 | Real over index: 0.60;7.82;12.5;;;20.0;8.2;6.0;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Valley;Kings Hammer Columbus;Toledo Villa;68.24;MEDIA-ALTA;25;2026-07-12;Engine v1.3 | Squadra alta: Kings Hammer Columbus (5ª), squadra bassa: Toledo Villa (6ª) | GF alta: 1.40/gara | GS bassa: 2.50/gara | Profilo ultime 10: 0.75 | Real over index: 0.65;9.17;11.67;;;20.0;7.49;6.5;;;;1.3.0
2026-07-12;USA_USLLeagueTwo_Chesapeake;Annapolis Blues;Bethesda SC;68.08;MEDIA-ALTA;27;2026-07-12;Engine v1.3 | Squadra alta: Bethesda SC (4ª), squadra bassa: Annapolis Blues (7ª) | GF alta: 2.31/gara | GS bassa: 1.46/gara | Profilo ultime 10: 0.91 | Real over index: 0.80;4.51;19.23;;;13.29;9.05;8.0;;;;1.3.0
2026-07-12;Finland_Kakkonen_GroupC;SJK Akatemia 2;TP-47;67.68;MEDIA-ALTA;14;2026-07-12;Engine v1.3 | Squadra alta: TP-47 (7ª), squadra bassa: SJK Akatemia 2 (8ª) | GF alta: 2.00/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.95 | Real over index: 0.85;0.86;16.67;;;18.18;9.47;8.5;;;;1.3.0
2026-07-12;Sweden_Allsvenskan;Hammarby;Kalmar;67.11;MEDIA-ALTA;17;2026-07-12;Engine v1.3 | Squadra alta: Hammarby (2ª), squadra bassa: Kalmar (12ª) | GF alta: 2.17/gara | GS bassa: 1.36/gara | Profilo ultime 10: 0.76 | Real over index: 0.60;9.76;18.06;;;12.4;7.62;6.0;;;;1.3.0
2026-07-12;Australia_NPLQueenslandU23;Gold Coast Blaze U23;Olympic FC U23;66.95;MEDIA-ALTA;19;2026-07-12;Engine v1.3 | Squadra alta: Olympic FC U23 (6ª), squadra bassa: Gold Coast Blaze U23 (7ª) | GF alta: 1.76/gara | GS bassa: 2.44/gara | Profilo ultime 10: 0.87 | Real over index: 0.80;1.51;14.71;;;20.0;8.74;8.0;;;;1.3.0
2026-07-12;Belarus_PershayaLiga;Gomel 2;BumProm Gomel;66.43;MEDIA-ALTA;16;2026-07-12;Engine v1.3 | Squadra alta: BumProm Gomel (7ª), squadra bassa: Gomel 2 (11ª) | GF alta: 2.07/gara | GS bassa: 1.43/gara | Profilo ultime 10: 0.86 | Real over index: 0.70;6.58;17.26;;;12.99;8.6;7.0;;;;1.3.0
2026-07-12;Australia_QueenslandPremierLeague;Sunshine Coast Wanderers;Brisbane Strikers;66.19;MEDIA-ALTA;20;2026-07-12;Engine v1.3 | Squadra alta: Brisbane Strikers (2ª), squadra bassa: Sunshine Coast Wanderers (3ª) | GF alta: 2.47/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.80 | Real over index: 0.70;7.99;20.0;;;11.76;8.0;7.0;;;;1.3.0
